PROVIDER,CLASSIFICATION,DESCRIPTION,PRICE,UNIT
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Evacuation of Scrotal Hematoma,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excision Bronchial Sinus,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excision Mammary Fistula,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excision of Urethral Carbuncle,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excision Pilonidal Sinus,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excission of Haemangiomas,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Facial Decompression,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Fibroadenoma - Bilateral,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Fibroma - Excision,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Fissurectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Fistula In - Ano Repair,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Fistula Repair,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Fistulectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Fulguration,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Haemangioma - Excision,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Haemorhoidectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Herniorhaphies (all types),35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Hiatus Herniorrphaphy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Hydrocoelectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Inguinal Node (bulk dissection) axial,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Injection Sclerotherapy Of Varicose Veins (minor),35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Low Fistulectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Macindoe Procedure,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Oesophagoscopy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Orchidectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Orchidopexy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Papilloma Rectum - Excision,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Polypectomy (Cervical ),35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Rectal polyp,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Scrotal Swelling (Multiple) - Excision,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Skin Grafting,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Submandibular Lymphs - Excision,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Suprapubic Cystostomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Surgery Of Torsion Of Spermatic Cord,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Surgical corrections of Duputytren's contracture,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Umbilical Sinus - Excision,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Vasectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Abdominal Rectopexy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Abdomino Perineal Resection,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Abdominoperineal Rectum Resection,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Abdomino-Perineal Resection,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Adrenalectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Anal Pull Through,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Appendicular Abscess - Drainage,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Appendicular Perforation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Axillary Dissection Of Breast,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Biopsy Of Retroperitoneal Tumor,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Broad Ligament Haematoma,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Burst Abdomen Obstruction,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Caecopexy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Cavernospongiosum Shunt,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Cholecystectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Cholecystectomy & exploration,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Choledochal Cystojejunostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Choledocho Jejunostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Choledochostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Closure of Hollow Viscus Perforation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Colectomy-Partial Or Total,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Colon Reconstruction After Hartmann's Procedure,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Colostomy Construction/Closure,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Commando Operation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Condilectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Continent Ileostomy Pouch,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Corporosavenous Shunt,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Craniotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Cricopharyngeal Myotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Cystectomy Partial/Total,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Cystic/Fibrous Dysplasia,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Cystolithotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Decortication,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Diaphragmatic Hernia Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Dissection of The Mediastinium,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Diverticulectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Drainage of Gastric Abscess,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Drainage Of Hepatic Abscess,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Drainage of Subdiaphramatic Abscess,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Drainage pericardial effusion,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Duodenal Diverticulum,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),DuodenalJejunostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Duodenectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Ectopic Parathyroidectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Encephalocoele Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Enterostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Enterostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Excision Meckel’s Diverticulum,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Excision of liver Abscess,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Excision Of Lymphoedematous Lymph Tissues,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Excision Of Pelvi-Rectal Fistula,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Exploratory Laparatomy/Lysis Of Adhesions,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Extensive (Small and Large) Bowel Resection and Anastomoses,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Fissurectomy and Haemorrhoidectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Fissurectomy with Eversion of Sac -,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Foreign Body Removal in Deep Region,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Fundoplication,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Gastrectomy- Partial/Total,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Gastroenterostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Gastrojejunostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Gastrotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Glossectomy-Partial/Total,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Grahams Operation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Haemorrage of Small Intestine,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Haemorroidectomy+ Fistulectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Heler's Procedure,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hemi Glossectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hemi Mandibulectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hemicolectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Heminephrectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hemithyroplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hepatic Resection (lobectomy),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hepatic Segmentectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Herniorraphy and Hydrocelectomy Sac Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hydatid Cyst of Liver,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hydrocelectomy + Orchidectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hydrocelectomy+Hernioplasty - Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Hypospadiacs Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Ileostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Ileostomy Pouch Revison,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Ilieo Sigmoidostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Instestinal perforation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Intestinal Obstruction,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Intestinal Perforation (Resection Anastomosis),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Intussusception Operation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Jejunostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Laparascopic  Cholecystectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Laparotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Laryngectomy & Pharyngeal Diverticulum   (Throat),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Laryngectomy with Block Dissection (Throat),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Laryngo Fissure (Throat),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Laryngopharyngectomy (Throat),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Ligation Of Hepatic/Left Gastric Splenic Artery,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Local Resection Of Pelvic Tumour,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Longitudinal Pancreaticojejunostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Lymphatic Channel Transplantation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Mastectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Meckel's Diverticulectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Mesenteric Caval Anastomosis,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Mesenteric Cyst - Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Microlaryngoscopic Surgery (microlaryngoscopy),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Nephrectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Nephrolithotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Oddis Sphincteroplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),"Oesophageal , 2 & 3 Stage, Thoraco-Abdominal, Fistula Repair",75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Oesophageal Atresia And Tracheo-Oesophageal Fistula Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),"Oesophageal Substitution, Diverticulum Excision",75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Oesophageal Transection,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Oesophagectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),"Oesophagogastrectomy With Interposition Of Colonic/Jejunal
Segment",75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Oesophagostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Oophorectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Orchidectomy + Herniorraphy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),"Orchidopexy, with Circumsion, With Eversion of Sac, with Herniotomy",75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pancreatic Cystectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pancreaticoduodenectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pancreaticojejunostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Parathyroidectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Parodectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Partial Pancreatectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pelvic Abscess - Open Drainage,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pelvic Evisceration,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Penectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Penoplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pericardiectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pharyngectomy & Reconstruction - Total,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Phytomatous Growth in the Scalp - Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Plastic Repair Of Bladder Neck,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pleurectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pleuropneumonectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pneumonectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Portocaval Shunt/Anastomosis,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),"Proctocolectomy , Ileostomy & Ileosttomy Pouch",75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Prolapsed Rectum Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Prostatectomy (all types incl TURP),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pulmonary Embolectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pulmonary Resection,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pyelolithotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pyeloromyotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pyeloroplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pyelotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Pyloroplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Radical Cystectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Radical Mastectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Radical Mastectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Radical Neck Dissection - Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Radical Pancreatectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Radical Prostatectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Reconstruction Of The Ureter,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Rectopexy,75000,
